56,187,204,229,land,0.00,0.00
57,217,167,200,land,0.00,0.00
58,66,222,251,land,0.00,0.00
59,214,130,224,land,0.00,0.00
60,244,160,122,land,0.00,0.00
61,192,209,196,land,0.00,0.00
62,172,132,200,land,0.00,0.00
63,217,199,128,land,0.00,0.00
64,194,169,160,land,0.00,0.00
65,244,122,164,land,0.00,0.00
66,106,185,223,land,0.00,0.00
67,195,148,198,land,0.00,0.00
68,202,252,57,land,0.00,0.00
69,106,218,253,land,0.00,0.00
70,184,240,221,land,0.00,0.00
71,243,208,112,land,0.00,0.00
72,169,181,160,land,0.00,0.00
73,244,139,146,land,0.00,0.00
74,206,248,215,land,0.00,0.00
75,180,198,225,land,0.00,0.00
76,204,213,188,land,0.00,0.00
77,248,187,162,land,0.00,0.00
78,226,137,195,land,0.00,0.00
79,24,243,238,land,0.00,0.00
80,208,225,214,land,0.00,0.00
81,218,187,104,land,0.00,0.00
82,153,138,231,land,0.00,0.00
83,142,138,240,land,0.00,0.00
84,253,201,110,land,0.00,0.00
85,124,196,224,land,0.00,0.00
86,152,200,174,land,0.00,0.00
87,218,163,168,land,0.00,0.00
88,219,105,204,land,0.00,0.00
89,171,205,181,land,0.00,0.00
90,167,174,177,land,0.00,0.00
91,193,150,205,land,0.00,0.00
92,226,199,135,land,0.00,0.00
93,154,174,191,land,0.00,0.00
94,145,232,162,land,0.00,0.00
95,145,250,215,land,0.00,0.00
96,213,240,73,land,0.00,0.00
97,197,178,242,land,0.00,0.00
98,89,249,163,land,0.00,0.00
99,206,240,186,land,0.00,0.00
100,218,191,236,land,0.00,0.00
101,164,247,169,land,0.00,0.00
102,167,172,182,land,0.00,0.00
103,232,201,142,land,0.00,0.00
104,173,183,169,land,0.00,0.00
105,139,214,247,land,0.00,0.00
106,211,94,205,land,0.00,0.00
107,179,156,209,land,0.00,0.00
108,131,162,210,land,0.00,0.00
109,139,193,231,land,0.00,0.00
110,214,155,168,land,0.00,0.00
111,163,126,246,land,0.00,0.00
112,234,145,220,land,0.00,0.00
113,63,200,239,land,0.00,0.00
114,212,231,239,land,0.00,0.00
115,180,203,159,land,0.00,0.00
116,200,237,165,land,0.00,0.00
117,93,220,228,land,0.00,0.00
118,249,214,200,land,0.00,0.00
119,185,237,230,land,0.00,0.00
120,224,247,226,land,0.00,0.00
121,103,186,232,land,0.00,0.00
122,144,234,215,land,0.00,0.00
123,200,202,144,land,0.00,0.00
124,184,204,143,land,0.00,0.00
125,205,249,167,land,0.00,0.00
126,227,145,173,land,0.00,0.00
127,195,245,188,land,0.00,0.00
128,129,252,157,land,0.00,0.00
129,230,219,64,land,0.00,0.00
130,248,243,114,land,0.00,0.00
131,240,245,227,land,0.00,0.00
132,191,227,195,land,0.00,0.00
133,232,202,216,land,0.00,0.00
134,112,168,241,land,0.00,0.00
135,55,251,213,land,0.00,0.00
136,221,220,117,land,0.00,0.00
137,173,135,238,land,0.00,0.00
138,129,196,246,land,0.00,0.00
139,218,191,120,land,0.00,0.00
140,160,250,104,land,0.00,0.00
141,116,236,194,land,0.00,0.00
142,221,90,223,land,0.00,0.00
143,145,252,203,land,0.00,0.00
144,217,137,223,land,0.00,0.00
145,72,210,236,land,0.00,0.00
146,100,169,235,land,0.00,0.00
147,228,240,33,land,0.00,0.00
148,188,112,253,land,0.00,0.00
149,168,232,178,land,0.00,0.00
150,162,192,171,land,0.00,0.00
151,235,130,226,land,0.00,0.00
152,227,237,243,land,0.00,0.00
153,202,126,246,land,0.00,0.00
154,250,213,141,land,0.00,0.00
155,190,156,178,land,0.00,0.00
156,141,234,192,land,0.00,0.00
157,127,226,234,land,0.00,0.00
158,241,176,200,land,0.00,0.00
159,190,111,222,land,3062.09,349.73
160,183,182,238,land,0.00,0.00
161,235,224,43,land,0.00,0.00
162,202,127,234,land,0.00,0.00
163,198,210,144,land,3073.98,447.73
164,158,220,172,land,2702.18,504.03
165,233,243,44,land,0.00,0.00
166,70,249,193,land,0.00,0.00
167,150,136,241,land,0.00,0.00
168,228,214,214,land,0.00,0.00
169,235,79,233,land,0.00,0.00
170,238,200,85,land,0.00,0.00
171,147,247,161,land,0.00,0.00
172,98,220,230,land,0.00,0.00
173,244,241,111,land,0.00,0.00
174,175,245,179,land,0.00,0.00
175,240,194,215,land,0.00,0.00
176,207,197,182,land,0.00,0.00
177,246,188,109,land,0.00,0.00
178,218,203,117,land,0.00,0.00
179,250,215,61,land,0.00,0.00
180,225,220,206,land,0.00,0.00
181,131,252,219,land,0.00,0.00
182,158,252,166,land,0.00,0.00
183,237,221,138,land,0.00,0.00
184,235,174,165,land,0.00,0.00
185,227,163,222,land,0.00,0.00
186,242,231,58,land,0.00,0.00
187,243,163,253,land,0.00,0.00
188,128,143,245,land,0.00,0.00
189,93,248,250,land,0.00,0.00
190,133,209,248,land,0.00,0.00
191,250,228,51,land,0.00,0.00
192,100,172,236,land,0.00,0.00
193,90,216,218,land,0.00,0.00
194,150,124,241,land,0.00,0.00
195,251,188,134,land,0.00,0.00
196,151,120,237,land,2980.11,330.74
197,185,182,138,land,0.00,0.00
198,131,222,210,land,0.00,0.00
199,177,237,243,land,0.00,0.00
200,164,157,215,land,0.00,0.00
201,195,178,153,land,0.00,0.00
202,190,147,184,land,0.00,0.00
203,234,94,243,land,0.00,0.00
204,60,235,253,land,0.00,0.00
205,182,138,239,land,0.00,0.00
206,227,96,214,land,0.00,0.00
207,237,125,242,land,0.00,0.00
208,249,242,178,land,0.00,0.00
209,178,214,237,land,0.00,0.00
210,241,62,234,land,0.00,0.00
211,184,221,100,land,0.00,0.00
212,206,252,80,land,0.00,0.00
213,242,214,205,land,0.00,0.00
214,191,227,166,land,0.00,0.00
215,210,185,106,land,0.00,0.00
216,210,242,177,land,0.00,0.00
217,173,149,205,land,0.00,0.00
218,228,184,170,land,0.00,0.00
219,173,234,232,land,0.00,0.00
220,248,205,178,land,0.00,0.00
221,248,237,132,land,0.00,0.00
222,227,179,196,land,0.00,0.00
223,116,207,233,land,0.00,0.00
224,235,47,253,land,0.00,0.00
225,171,250,225,land,0.00,0.00
226,145,152,220,land,0.00,0.00
227,223,236,93,land,0.00,0.00
228,240,249,103,land,0.00,0.00
229,178,216,186,land,0.00,0.00
230,162,238,136,land,0.00,0.00
231,234,108,230,land,0.00,0.00
232,214,251,62,land,0.00,0.00
233,233,65,233,land,0.00,0.00
234,113,252,209,land,0.00,0.00
235,127,145,231,land,0.00,0.00
236,246,114,206,land,0.00,0.00
237,128,254,178,land,0.00,0.00
238,152,246,250,land,0.00,0.00
239,176,230,241,land,0.00,0.00
240,239,204,234,land,0.00,0.00
241,13,248,253,land,0.00,0.00
242,227,215,190,land,0.00,0.00
243,182,216,118,land,0.00,0.00
244,184,68,251,land,2849.47,515.44
245,222,178,169,land,0.00,0.00
246,211,99,196,land,0.00,0.00
247,161,234,249,land,0.00,0.00
248,175,180,160,land,0.00,0.00
249,119,237,176,land,0.00,0.00
250,206,130,242,land,0.00,0.00
251,253,145,154,land,0.00,0.00
252,234,118,161,land,0.00,0.00
253,247,237,116,land,0.00,0.00
254,220,202,157,land,0.00,0.00
255,53,226,245,land,0.00,0.00
256,203,236,200,land,0.00,0.00
257,115,168,237,land,0.00,0.00
258,245,225,218,land,0.00,0.00
259,240,242,190,land,0.00,0.00
260,226,101,229,land,0.00,0.00
261,207,147,228,land,0.00,0.00
262,238,248,228,land,0.00,0.00
263,182,225,112,land,0.00,0.00
264,227,188,118,land,0.00,0.00
265,218,171,227,land,0.00,0.00
266,172,246,175,land,0.00,0.00
267,155,189,182,land,0.00,0.00
268,250,251,113,land,0.00,0.00
269,216,225,69,land,0.00,0.00
270,101,191,234,land,0.00,0.00
271,167,235,130,land,0.00,0.00
272,143,252,223,land,0.00,0.00
273,246,119,162,land,0.00,0.00
274,248,116,226,land,0.00,0.00
275,231,147,181,land,0.00,0.00
276,190,206,226,land,0.00,0.00
277,217,234,80,land,0.00,0.00
278,198,160,147,land,0.00,0.00
279,217,183,138,land,0.00,0.00
280,249,122,194,land,0.00,0.00
281,239,250,32,land,0.00,0.00
282,169,104,230,land,0.00,0.00
283,240,218,143,land,0.00,0.00
284,146,205,239,land,0.00,0.00
285,242,149,200,land,0.00,0.00
286,126,230,246,land,0.00,0.00
287,191,237,193,land,0.00,0.00
288,151,213,165,land,0.00,0.00
289,134,234,239,land,0.00,0.00
290,228,119,186,land,0.00,0.00
291,245,191,201,land,0.00,0.00
292,163,200,244,land,0.00,0.00
293,128,252,150,land,0.00,0.00
294,251,167,109,land,0.00,0.00
295,234,175,175,land,0.00,0.00
296,75,241,185,land,0.00,0.00
297,242,169,243,land,0.00,0.00
298,253,105,185,land,0.00,0.00
299,241,233,95,land,0.00,0.00
300,171,228,206,land,0.00,0.00
301,180,96,226,land,0.00,0.00
302,115,168,226,land,0.00,0.00
303,175,252,208,land,0.00,0.00
304,247,163,126,land,0.00,0.00
305,218,156,172,land,0.00,0.00
306,135,253,167,land,0.00,0.00
307,136,208,181,land,0.00,0.00
308,225,175,157,land,0.00,0.00
309,247,219,164,land,0.00,0.00
310,137,224,166,land,0.00,0.00
311,205,243,165,land,0.00,0.00
312,174,131,202,land,0.00,0.00
313,192,185,209,land,0.00,0.00
314,109,188,249,land,0.00,0.00
315,206,102,194,land,0.00,0.00
316,116,233,192,land,0.00,0.00
317,197,202,235,land,0.00,0.00
318,211,201,94,land,0.00,0.00
319,172,140,227,land,0.00,0.00
320,225,100,246,land,0.00,0.00
321,195,179,148,land,0.00,0.00
322,239,174,249,land,0.00,0.00
323,231,70,239,land,0.00,0.00
324,203,170,179,land,0.00,0.00
325,92,195,230,land,0.00,0.00
326,142,151,223,land,0.00,0.00
327,81,213,245,land,0.00,0.00
328,185,132,246,land,0.00,0.00
329,161,130,224,land,0.00,0.00
330,135,233,177,land,0.00,0.00
331,252,150,229,land,0.00,0.00
332,90,242,187,land,0.00,0.00
333,72,205,247,land,0.00,0.00
334,108,217,199,land,0.00,0.00
335,26,223,252,land,0.00,0.00
336,195,188,167,land,0.00,0.00
337,95,158,254,land,0.00,0.00
338,239,138,162,land,0.00,0.00
339,234,247,154,land,0.00,0.00
340,242,192,205,land,0.00,0.00
341,248,239,92,land,0.00,0.00
342,197,149,164,land,0.00,0.00
343,224,159,210,land,0.00,0.00
344,99,247,189,land,0.00,0.00
345,235,162,136,land,0.00,0.00
346,225,182,108,land,0.00,0.00
347,224,179,208,land,0.00,0.00
348,133,252,252,land,0.00,0.00
349,171,215,223,land,0.00,0.00
350,87,232,182,land,0.00,0.00
351,250,232,61,land,0.00,0.00
352,248,108,205,land,0.00,0.00
353,207,240,193,land,0.00,0.00
354,165,241,197,land,0.00,0.00
355,150,172,243,land,0.00,0.00
356,21,246,251,land,0.00,0.00
357,233,86,208,land,0.00,0.00
358,149,206,160,land,0.00,0.00
359,230,203,209,land,0.00,0.00
360,246,118,156,land,0.00,0.00
361,219,221,174,land,2860.37,453.34
362,247,129,175,land,0.00,0.00
363,142,204,253,land,0.00,0.00
364,77,224,202,land,0.00,0.00
365,119,207,224,land,3162.33,487.58
366,187,109,224,land,0.00,0.00
367,164,155,234,land,0.00,0.00
368,100,204,250,land,0.00,0.00
369,208,128,228,land,0.00,0.00
370,202,206,105,land,0.00,0.00
371,250,162,233,land,0.00,0.00
372,192,243,121,land,0.00,0.00
373,223,242,247,land,0.00,0.00
374,153,244,155,land,0.00,0.00
375,195,117,253,land,0.00,0.00
376,250,225,156,land,0.00,0.00
377,223,82,228,land,0.00,0.00
378,226,203,129,land,0.00,0.00
379,173,152,191,land,0.00,0.00
380,189,233,188,land,0.00,0.00
381,170,225,168,land,0.00,0.00
382,212,116,190,land,0.00,0.00
383,34,244,251,land,0.00,0.00
384,165,187,176,land,0.00,0.00
385,240,56,222,land,0.00,0.00
386,238,245,200,land,0.00,0.00
387,233,78,207,land,0.00,0.00
388,218,87,201,land,0.00,0.00
389,237,227,166,land,0.00,0.00
390,153,194,174,land,0.00,0.00
391,222,82,219,land,0.00,0.00
392,160,172,215,land,0.00,0.00
393,188,137,232,land,0.00,0.00
394,70,235,232,land,0.00,0.00
395,160,220,185,land,0.00,0.00
396,178,234,154,land,0.00,0.00
397,254,179,202,land,0.00,0.00
398,211,235,57,land,0.00,0.00
399,191,151,168,land,0.00,0.00
400,170,246,200,land,0.00,0.00
401,144,151,218,land,0.00,0.00
402,38,238,241,land,0.00,0.00
403,198,180,163,land,0.00,0.00
404,150,232,190,land,0.00,0.00
405,176,116,230,land,0.00,0.00
406,175,214,131,land,0.00,0.00
407,244,49,232,land,0.00,0.00
408,199,238,134,land,0.00,0.00
409,239,103,254,land,0.00,0.00
410,239,254,207,land,0.00,0.00
411,242,56,212,land,0.00,0.00
412,220,115,174,land,0.00,0.00
413,203,232,131,land,0.00,0.00
414,245,247,89,land,0.00,0.00
415,199,249,106,land,0.00,0.00
416,76,249,187,land,0.00,0.00
417,114,211,194,land,0.00,0.00
418,243,223,50,land,0.00,0.00
419,224,227,179,land,0.00,0.00
420,192,236,217,land,0.00,0.00
421,244,243,69,land,0.00,0.00
422,235,171,110,land,0.00,0.00
423,201,162,184,land,0.00,0.00
424,230,133,197,land,0.00,0.00
425,177,121,242,land,0.00,0.00
426,233,83,241,land,0.00,0.00
427,123,194,219,land,0.00,0.00
428,198,128,216,land,0.00,0.00
429,210,216,146,land,0.00,0.00
430,244,65,215,land,0.00,0.00
431,193,133,253,land,0.00,0.00
432,239,224,229,land,0.00,0.00
433,243,171,120,land,0.00,0.00
434,190,117,226,land,0.00,0.00
435,58,217,239,land,0.00,0.00
436,251,44,254,land,0.00,0.00
437,120,171,249,land,0.00,0.00
438,232,190,114,land,0.00,0.00
439,231,102,191,land,0.00,0.00
440,234,67,201,land,0.00,0.00
441,179,158,179,land,0.00,0.00
442,146,229,251,land,0.00,0.00
443,241,225,86,land,0.00,0.00
444,119,177,237,land,0.00,0.00
445,125,188,205,land,0.00,0.00
446,110,166,239,land,0.00,0.00
447,135,175,197,land,0.00,0.00
448,204,213,178,land,0.00,0.00
449,142,174,227,land,0.00,0.00
450,197,231,157,land,0.00,0.00
451,213,164,217,land,0.00,0.00
452,114,234,203,land,0.00,0.00
453,135,249,141,land,0.00,0.00
454,200,254,193,land,0.00,0.00
455,156,202,212,land,0.00,0.00
456,227,184,161,land,0.00,0.00
457,145,135,249,land,0.00,0.00
458,74,253,239,land,0.00,0.00
459,235,47,226,land,0.00,0.00
460,210,251,81,land,0.00,0.00
461,208,252,172,land,0.00,0.00
462,237,181,144,land,0.00,0.00
463,244,177,181,land,0.00,0.00
464,208,220,166,land,0.00,0.00
465,132,224,206,land,0.00,0.00
466,161,200,228,land,0.00,0.00
467,74,223,211,land,0.00,0.00
468,152,243,185,land,0.00,0.00
469,211,225,99,land,0.00,0.00
470,228,182,188,land,0.00,0.00
471,135,233,142,land,2861.46,424.56
472,242,90,232,land,0.00,0.00
473,161,194,191,land,0.00,0.00
474,117,164,229,land,0.00,0.00
475,249,77,194,land,0.00,0.00
476,203,179,179,land,0.00,0.00
477,140,173,200,land,0.00,0.00
478,240,248,173,land,0.00,0.00
479,80,214,214,land,0.00,0.00
480,189,204,149,land,0.00,0.00
481,238,221,53,land,0.00,0.00
482,240,211,218,land,0.00,0.00
483,232,74,204,land,0.00,0.00
484,231,47,229,land,0.00,0.00
485,196,192,154,land,0.00,0.00
486,243,209,184,land,0.00,0.00
487,110,247,154,land,0.00,0.00
488,210,88,235,land,0.00,0.00
489,206,93,211,land,0.00,0.00
490,147,216,162,land,0.00,0.00
491,145,247,128,land,0.00,0.00
492,161,237,166,land,3035.37,126.07
493,64,239,204,land,0.00,0.00
494,195,160,177,land,0.00,0.00
495,248,89,196,land,0.00,0.00
496,240,244,115,land,0.00,0.00
497,174,248,109,land,0.00,0.00
498,240,199,194,land,0.00,0.00
499,239,158,173,land,0.00,0.00
500,234,234,69,land,0.00,0.00
501,85,241,188,land,0.00,0.00
502,200,233,209,land,0.00,0.00
503,106,161,238,land,0.00,0.00
504,71,181,251,land,0.00,0.00
505,205,97,252,land,0.00,0.00
506,172,242,216,land,0.00,0.00
507,70,212,253,land,0.00,0.00
508,216,173,220,land,0.00,0.00
509,242,245,108,land,0.00,0.00
510,200,217,90,land,0.00,0.00
511,199,140,190,land,0.00,0.00
512,155,171,212,land,0.00,0.00
513,188,227,177,land,0.00,0.00
514,128,203,207,land,0.00,0.00
515,217,213,189,land,0.00,0.00
516,183,176,224,land,0.00,0.00
517,174,243,119,land,0.00,0.00
518,195,133,195,land,0.00,0.00
519,247,109,254,land,0.00,0.00
520,201,189,204,land,0.00,0.00
521,254,100,161,land,0.00,0.00
522,222,164,254,land,0.00,0.00
523,181,203,128,land,0.00,0.00
524,168,151,186,land,0.00,0.00
525,194,251,77,land,0.00,0.00
526,236,89,233,land,0.00,0.00
527,208,226,84,land,0.00,0.00
528,203,213,240,land,0.00,0.00
529,198,125,254,land,0.00,0.00
530,250,108,190,land,0.00,0.00
531,248,34,220,land,0.00,0.00
532,136,158,242,land,0.00,0.00
533,170,233,251,land,0.00,0.00
534,114,231,156,land,0.00,0.00
535,199,88,219,land,0.00,0.00
536,193,100,218,land,0.00,0.00
537,239,112,218,land,0.00,0.00
538,240,195,107,land,0.00,0.00
539,211,214,110,land,0.00,0.00
540,118,197,236,land,0.00,0.00
541,253,225,93,land,0.00,0.00
542,164,194,203,land,0.00,0.00
543,247,26,254,land,0.00,0.00
544,198,201,157,land,0.00,0.00
545,69,239,229,land,0.00,0.00
546,253,249,9,land,0.00,0.00
547,134,215,163,land,0.00,0.00
548,121,197,228,land,0.00,0.00
549,208,161,199,land,0.00,0.00
550,209,146,156,land,0.00,0.00
551,233,180,110,land,0.00,0.00
552,96,172,244,land,0.00,0.00
553,179,209,125,land,0.00,0.00
554,183,235,106,land,0.00,0.00
555,210,164,188,land,0.00,0.00
556,189,183,170,land,0.00,0.00
557,238,154,117,land,0.00,0.00
558,95,224,248,land,0.00,0.00
559,221,211,81,land,0.00,0.00
560,172,136,250,land,0.00,0.00
561,209,193,208,land,0.00,0.00
562,95,231,251,land,0.00,0.00
563,223,187,167,land,0.00,0.00
564,135,250,211,land,0.00,0.00
565,104,224,238,land,0.00,0.00
566,246,45,214,land,0.00,0.00
567,163,95,245,land,0.00,0.00
568,216,108,217,land,0.00,0.00
569,250,226,222,land,0.00,0.00
570,175,253,93,land,0.00,0.00
571,208,250,181,land,0.00,0.00
572,250,226,53,land,0.00,0.00
573,201,151,189,land,0.00,0.00
574,66,252,251,land,0.00,0.00
575,93,246,198,land,0.00,0.00
576,193,184,199,land,0.00,0.00
577,218,234,150,land,0.00,0.00
578,192,189,207,land,0.00,0.00
579,142,195,175,land,0.00,0.00
580,146,150,254,land,0.00,0.00
581,229,103,246,land,0.00,0.00
582,216,128,165,land,0.00,0.00
583,202,208,188,land,0.00,0.00
584,227,112,238,land,0.00,0.00
585,62,240,241,land,0.00,0.00
586,150,222,158,land,0.00,0.00
587,29,243,239,land,0.00,0.00
588,141,179,183,land,0.00,0.00
589,159,243,103,land,0.00,0.00
590,231,156,123,land,2803.18,537.59
591,199,206,156,land,0.00,0.00
592,84,235,209,land,0.00,0.00
593,230,187,191,land,0.00,0.00
594,200,220,87,land,0.00,0.00
595,225,220,208,land,0.00,0.00
596,228,103,212,land,0.00,0.00
597,211,239,194,land,0.00,0.00
598,229,157,227,land,0.00,0.00
599,181,240,238,land,0.00,0.00
600,238,108,224,land,0.00,0.00
601,186,232,172,land,0.00,0.00
602,121,178,243,land,0.00,0.00
603,212,247,92,land,0.00,0.00
604,218,177,146,land,0.00,0.00
605,241,138,165,land,0.00,0.00
606,192,186,193,land,0.00,0.00
607,218,218,187,land,0.00,0.00
608,192,229,192,land,0.00,0.00
609,225,200,159,land,0.00,0.00
610,247,188,226,land,0.00,0.00
611,216,214,90,land,0.00,0.00
612,124,248,249,land,0.00,0.00
613,149,142,253,land,0.00,0.00
614,218,163,207,land,0.00,0.00
615,244,242,204,land,0.00,0.00
616,151,186,221,land,0.00,0.00
617,198,182,169,land,0.00,0.00
618,162,203,199,land,0.00,0.00
619,77,176,249,land,0.00,0.00
620,202,191,187,land,0.00,0.00
621,240,98,196,land,0.00,0.00
622,232,201,128,land,0.00,0.00
623,199,238,192,land,0.00,0.00
624,230,192,145,land,0.00,0.00
625,219,130,162,land,0.00,0.00
626,243,133,178,land,0.00,0.00
627,194,203,182,land,0.00,0.00
628,161,231,197,land,0.00,0.00
629,184,247,187,land,0.00,0.00
630,215,232,215,land,0.00,0.00
631,240,153,244,land,0.00,0.00
632,76,237,247,land,0.00,0.00
633,166,247,242,land,0.00,0.00
634,253,236,33,land,0.00,0.00
635,195,228,91,land,0.00,0.00
636,228,216,117,land,0.00,0.00
637,165,218,208,land,0.00,0.00
638,208,244,227,land,0.00,0.00
639,205,238,218,land,0.00,0.00
640,154,252,122,land,0.00,0.00
641,244,178,242,land,0.00,0.00
642,118,239,236,land,0.00,0.00
643,138,201,214,land,0.00,0.00
644,182,243,77,land,0.00,0.00
645,243,182,147,land,0.00,0.00
646,229,217,165,land,0.00,0.00
647,212,240,103,land,0.00,0.00
648,237,130,166,land,0.00,0.00
649,190,219,251,land,0.00,0.00
650,252,35,245,land,0.00,0.00
651,242,231,196,land,0.00,0.00
652,222,135,206,land,0.00,0.00
653,234,153,123,land,0.00,0.00
654,201,225,141,land,0.00,0.00
655,244,202,145,land,0.00,0.00
656,137,199,242,land,0.00,0.00
657,183,146,242,land,0.00,0.00
658,193,170,227,land,0.00,0.00
659,134,219,251,land,0.00,0.00
660,183,236,206,land,0.00,0.00
661,106,218,249,land,0.00,0.00
662,149,212,237,land,0.00,0.00
663,197,240,221,land,0.00,0.00
664,206,75,238,land,0.00,0.00
665,187,201,151,land,0.00,0.00
666,195,152,237,land,0.00,0.00
667,242,142,145,land,0.00,0.00
668,185,208,144,land,0.00,0.00
669,143,248,178,land,0.00,0.00
670,212,186,209,land,0.00,0.00
671,233,232,222,land,0.00,0.00
672,198,217,91,land,0.00,0.00
673,223,120,203,land,0.00,0.00
674,240,115,240,land,0.00,0.00
675,249,252,148,land,0.00,0.00
676,153,203,228,land,0.00,0.00
677,239,173,216,land,0.00,0.00
678,172,158,195,land,0.00,0.00
679,169,201,166,land,0.00,0.00
680,202,253,233,land,3166.81,580.28
681,248,75,185,land,0.00,0.00
682,172,160,186,land,0.00,0.00
683,55,249,224,land,0.00,0.00
684,142,139,253,land,0.00,0.00
685,155,178,239,land,0.00,0.00
686,204,204,224,land,0.00,0.00
687,237,241,254,land,0.00,0.00
688,171,182,171,land,0.00,0.00
689,240,185,217,land,0.00,0.00
690,157,172,246,land,0.00,0.00
691,217,123,240,land,0.00,0.00
692,187,240,147,land,0.00,0.00
693,132,225,211,land,0.00,0.00
694,133,210,181,land,0.00,0.00
695,139,227,251,land,0.00,0.00
696,243,32,232,land,0.00,0.00
697,131,171,208,land,0.00,0.00
698,178,215,159,land,0.00,0.00
699,241,136,182,land,0.00,0.00
700,203,229,195,land,0.00,0.00
701,118,236,226,land,0.00,0.00
702,194,239,141,land,0.00,0.00
703,207,138,164,land,0.00,0.00
704,226,208,227,land,0.00,0.00
705,211,119,232,land,0.00,0.00
706,232,19,254,land,0.00,0.00
707,241,147,201,land,0.00,0.00
708,212,179,245,land,0.00,0.00
709,93,254,176,land,0.00,0.00
710,228,77,237,land,0.00,0.00
711,212,235,214,land,0.00,0.00
712,135,186,252,land,0.00,0.00
713,173,243,124,land,0.00,0.00
714,211,244,206,land,0.00,0.00
715,250,171,187,land,0.00,0.00
716,245,224,205,land,0.00,0.00
717,182,212,235,land,0.00,0.00
718,228,194,125,land,0.00,0.00
719,136,230,215,land,2835.62,401.00
720,154,204,241,land,0.00,0.00
721,197,154,243,land,0.00,0.00
722,250,229,72,land,0.00,0.00
723,222,195,207,land,0.00,0.00
724,220,213,199,land,0.00,0.00
725,183,150,211,land,0.00,0.00
726,239,245,170,land,0.00,0.00
727,203,117,252,land,0.00,0.00
728,226,55,229,land,0.00,0.00
729,236,152,244,land,0.00,0.00
730,193,214,247,land,0.00,0.00
731,247,226,106,land,0.00,0.00
732,208,107,254,land,0.00,0.00
733,234,250,31,land,0.00,0.00
734,172,181,187,land,0.00,0.00
735,241,201,143,land,0.00,0.00
736,242,140,127,land,0.00,0.00
737,243,206,165,land,0.00,0.00
738,184,205,126,land,0.00,0.00
739,65,195,247,land,0.00,0.00
740,154,180,181,land,0.00,0.00
741,241,158,129,land,0.00,0.00
742,41,246,224,land,0.00,0.00
743,209,231,108,land,0.00,0.00
744,146,253,102,land,0.00,0.00
745,201,174,234,land,0.00,0.00
746,119,170,218,land,0.00,0.00
747,217,207,143,land,0.00,0.00
748,107,194,241,land,0.00,0.00
749,151,172,219,land,0.00,0.00
750,204,158,177,land,0.00,0.00
751,118,166,218,land,0.00,0.00
752,174,95,235,land,0.00,0.00
753,220,88,249,land,0.00,0.00
754,231,81,251,land,0.00,0.00
755,209,194,155,land,0.00,0.00
756,233,219,253,land,2697.34,573.75
757,243,171,104,land,0.00,0.00
758,225,89,246,land,0.00,0.00
759,164,228,176,land,0.00,0.00
760,182,235,195,land,0.00,0.00
761,239,219,189,land,0.00,0.00
762,214,249,56,land,0.00,0.00
763,99,254,196,land,0.00,0.00
764,190,224,137,land,0.00,0.00
765,190,163,177,land,0.00,0.00
766,200,194,233,land,0.00,0.00
767,196,151,171,land,0.00,0.00
768,234,132,140,land,0.00,0.00
769,135,223,180,land,0.00,0.00
770,118,242,167,land,0.00,0.00
771,213,169,213,land,0.00,0.00
772,173,173,183,land,0.00,0.00
773,95,192,236,land,0.00,0.00
774,193,173,250,land,0.00,0.00
775,163,194,173,land,0.00,0.00
776,182,184,170,land,0.00,0.00
